,Id,Gracz1,Talia1,Gracz2,Talia2,Wynik
220449,320450.0,B1,deck155445,A1,deck434733,0
220478,320479.0,B1,deck366025,A1,deck902884,0
220482,320483.0,B1,deck411629,A1,deck762510,0
220507,320508.0,B1,deck707709,A1,deck361428,1
220520,320521.0,B1,deck924291,A1,deck929572,1
220580,320581.0,B1,deck648089,A1,deck847742,0
220648,320649.0,B1,deck822100,A1,deck707709,1
220658,320659.0,B1,deck525929,A1,deck648089,0
220680,320681.0,B1,deck664916,A1,deck979479,0
220685,320686.0,B1,deck126998,A1,deck155445,0
220756,320757.0,B1,deck599712,A1,deck743088,1
220811,320812.0,B1,deck929572,A1,deck716913,0
220814,320815.0,B1,deck929572,A1,deck952629,0
220816,320817.0,B1,deck224532,A1,deck834253,1
220851,320852.0,B1,deck739870,A1,deck664916,0
220862,320863.0,B1,deck762510,A1,deck648089,0
220874,320875.0,B1,deck986078,A1,deck953788,0
220908,320909.0,B1,deck615660,A1,deck295052,1
220971,320972.0,B1,deck366025,A1,deck739870,0
221036,321037.0,B1,deck550173,A1,deck664916,0
221089,321090.0,B1,deck565877,A1,deck809243,0
221121,321122.0,B1,deck371776,A1,deck757429,1
221141,321142.0,B1,deck565877,A1,deck631867,0
221143,321144.0,B1,deck664916,A1,deck989685,1
221181,321182.0,B1,deck986212,A1,deck783787,0
221186,321187.0,B1,deck743088,A1,deck847742,0
221219,321220.0,B1,deck290069,A1,deck986212,0
221232,321233.0,B1,deck126998,A1,deck667883,0
221339,321340.0,B1,deck565877,A1,deck651132,1
221397,321398.0,B1,deck964828,A1,deck391141,0
221435,321436.0,B1,deck525010,A1,deck924291,0
221467,321468.0,B1,deck550173,A1,deck702239,0
221510,321511.0,B1,deck648089,A1,deck814743,0
221519,321520.0,B1,deck411629,A1,deck783787,0
221538,321539.0,B1,deck757429,A1,deck525010,0
221560,321561.0,B1,deck952629,A1,deck651132,0
221594,321595.0,B1,deck681935,A1,deck651132,0
221618,321619.0,B1,deck332728,A1,deck361428,0
221638,321639.0,B1,deck361428,A1,deck126998,0
221642,321643.0,B1,deck814743,A1,deck411629,0
221647,321648.0,B1,deck664916,A1,deck151327,0
221651,321652.0,B1,deck224532,A1,deck605555,0
221699,321700.0,B1,deck371776,A1,deck434733,0
221730,321731.0,B1,deck458651,A1,deck762510,1
221736,321737.0,B1,deck380067,A1,deck822100,0
221774,321775.0,B1,deck964828,A1,deck224532,1
221801,321802.0,B1,deck337123,A1,deck989685,0
221828,321829.0,B1,deck197966,A1,deck578264,1
221857,321858.0,B1,deck814743,A1,deck483519,0
221861,321862.0,B1,deck956742,A1,deck302164,1
221886,321887.0,B1,deck651132,A1,deck799024,0
221928,321929.0,B1,deck615660,A1,deck799024,1
222047,322048.0,B1,deck290069,A1,deck550173,0
222181,322182.0,B1,deck361428,A1,deck762510,0
222276,322277.0,B1,deck847742,A1,deck679959,1
222278,322279.0,B1,deck615660,A1,deck197966,1
222297,322298.0,B1,deck605555,A1,deck847742,0
222307,322308.0,B1,deck952629,A1,deck631867,0
222344,322345.0,B1,deck631867,A1,deck565877,0
222428,322429.0,B1,deck290069,A1,deck197966,0
222516,322517.0,B1,deck809243,A1,deck411629,1
222560,322561.0,B1,deck979479,A1,deck799024,1
222761,322762.0,B1,deck716913,A1,deck743088,0
222925,322926.0,B1,deck366025,A1,deck651132,0
222944,322945.0,B1,deck902884,A1,deck743088,0
222947,322948.0,B1,deck847742,A1,deck648089,0
223063,323064.0,B1,deck799024,A1,deck126998,0
223094,323095.0,B1,deck736134,A1,deck605555,0
223170,323171.0,B1,deck664916,A1,deck155445,0
223199,323200.0,B1,deck702239,A1,deck664916,1
223259,323260.0,B1,deck822100,A1,deck337123,1
223267,323268.0,B1,deck716913,A1,deck308276,0
223277,323278.0,B1,deck380059,A1,deck924291,0
223338,323339.0,B1,deck762510,A1,deck391141,1
223362,323363.0,B1,deck631867,A1,deck290069,1
223368,323369.0,B1,deck371776,A1,deck525929,0
223427,323428.0,B1,deck525010,A1,deck739870,0
223428,323429.0,B1,deck736134,A1,deck366025,0
223449,323450.0,B1,deck757429,A1,deck578264,1
223490,323491.0,B1,deck366025,A1,deck391141,1
223493,323494.0,B1,deck290069,A1,deck483519,1
223573,323574.0,B1,deck664916,A1,deck411629,1
223613,323614.0,B1,deck780948,A1,deck822100,0
223625,323626.0,B1,deck847742,A1,deck371776,0
223657,323658.0,B1,deck380059,A1,deck814743,1
223719,323720.0,B1,deck380067,A1,deck197966,0
223737,323738.0,B1,deck648089,A1,deck651132,0
223785,323786.0,B1,deck847742,A1,deck809243,0
223794,323795.0,B1,deck525929,A1,deck743088,0
223854,323855.0,B1,deck799024,A1,deck681935,1
223880,323881.0,B1,deck308276,A1,deck361428,0
223884,323885.0,B1,deck679959,A1,deck707709,0
223913,323914.0,B1,deck411629,A1,deck565877,1
223914,323915.0,B1,deck651132,A1,deck151327,1
223978,323979.0,B1,deck371776,A1,deck702239,0
224007,324008.0,B1,deck126998,A1,deck964828,1
224025,324026.0,B1,deck483519,A1,deck739870,1
224087,324088.0,B1,deck374740,A1,deck834253,1
224115,324116.0,B1,deck224532,A1,deck550173,0
224235,324236.0,B1,deck578264,A1,deck953788,0
224252,324253.0,B1,deck458651,A1,deck834253,1
224294,324295.0,B1,deck361428,A1,deck924291,0
224295,324296.0,B1,deck337123,A1,deck565877,1
224351,324352.0,B1,deck525929,A1,deck814743,0
224373,324374.0,B1,deck986078,A1,deck989685,1
224378,324379.0,B1,deck151327,A1,deck822100,1
224460,324461.0,B1,deck525929,A1,deck743088,1
224467,324468.0,B1,deck743088,A1,deck599712,0
224481,324482.0,B1,deck956742,A1,deck679959,1
224588,324589.0,B1,deck986078,A1,deck332728,0
224668,324669.0,B1,deck380067,A1,deck964828,0
224687,324688.0,B1,deck380067,A1,deck550173,0
224704,324705.0,B1,deck391141,A1,deck986212,0
224721,324722.0,B1,deck605555,A1,deck757429,0
224730,324731.0,B1,deck578264,A1,deck929572,0
224738,324739.0,B1,deck337123,A1,deck458651,1
224756,324757.0,B1,deck989685,A1,deck681935,0
224802,324803.0,B1,deck847742,A1,deck605555,1
224816,324817.0,B1,deck989685,A1,deck366025,1
224870,324871.0,B1,deck483519,A1,deck224532,0
224939,324940.0,B1,deck707709,A1,deck337123,1
224967,324968.0,B1,deck599712,A1,deck664916,0
224976,324977.0,B1,deck197966,A1,deck578264,1
225001,325002.0,B1,deck707709,A1,deck912030,0
225002,325003.0,B1,deck605555,A1,deck681935,0
225016,325017.0,B1,deck799024,A1,deck679959,0
225045,325046.0,B1,deck411629,A1,deck648089,1
225051,325052.0,B1,deck651132,A1,deck952629,0
225059,325060.0,B1,deck155445,A1,deck455144,1
225113,325114.0,B1,deck822100,A1,deck822100,0
225117,325118.0,B1,deck952629,A1,deck371776,0
225140,325141.0,B1,deck783787,A1,deck979479,0
225155,325156.0,B1,deck739870,A1,deck739870,1
225161,325162.0,B1,deck822100,A1,deck197966,0
225229,325230.0,B1,deck155445,A1,deck302164,0
225245,325246.0,B1,deck762510,A1,deck716913,1
225253,325254.0,B1,deck707709,A1,deck799024,1
225302,325303.0,B1,deck953788,A1,deck702239,0
225380,325381.0,B1,deck332728,A1,deck197966,0
225394,325395.0,B1,deck783787,A1,deck434733,0
225439,325440.0,B1,deck743088,A1,deck989685,0
225460,325461.0,B1,deck295052,A1,deck411629,1
225474,325475.0,B1,deck302164,A1,deck599712,1
225490,325491.0,B1,deck902884,A1,deck599712,1
225543,325544.0,B1,deck374740,A1,deck929572,1
225560,325561.0,B1,deck151327,A1,deck361428,1
225566,325567.0,B1,deck814743,A1,deck434733,0
225676,325677.0,B1,deck681935,A1,deck664916,0
225701,325702.0,B1,deck757429,A1,deck762510,0
225721,325722.0,B1,deck822100,A1,deck739870,0
225762,325763.0,B1,deck380059,A1,deck411629,0
225766,325767.0,B1,deck929572,A1,deck956742,0
225805,325806.0,B1,deck155445,A1,deck155445,0
225877,325878.0,B1,deck814743,A1,deck371776,1
225887,325888.0,B1,deck290069,A1,deck197966,0
225919,325920.0,B1,deck374740,A1,deck834253,1
225927,325928.0,B1,deck924291,A1,deck716913,1
225974,325975.0,B1,deck651132,A1,deck599712,0
225994,325995.0,B1,deck631867,A1,deck525929,0
226003,326004.0,B1,deck578264,A1,deck989685,0
226025,326026.0,B1,deck371776,A1,deck155445,1
226057,326058.0,B1,deck455144,A1,deck799024,1
226096,326097.0,B1,deck702239,A1,deck667883,0
226126,326127.0,B1,deck814743,A1,deck391141,0
226159,326160.0,B1,deck374740,A1,deck736134,0
226192,326193.0,B1,deck814743,A1,deck743088,1
226202,326203.0,B1,deck956742,A1,deck615660,0
226216,326217.0,B1,deck565877,A1,deck847742,0
226244,326245.0,B1,deck224532,A1,deck550173,0
226358,326359.0,B1,deck418344,A1,deck371776,0
226364,326365.0,B1,deck434733,A1,deck337123,0
226470,326471.0,B1,deck912030,A1,deck986078,1
226505,326506.0,B1,deck361428,A1,deck986078,1
226508,326509.0,B1,deck651132,A1,deck525010,0
226560,326561.0,B1,deck525929,A1,deck929572,0
226640,326641.0,B1,deck716913,A1,deck667883,0
226645,326646.0,B1,deck380059,A1,deck834253,0
226732,326733.0,B1,deck952629,A1,deck290069,0
226791,326792.0,B1,deck780948,A1,deck615660,0
226822,326823.0,B1,deck525929,A1,deck979479,0
226827,326828.0,B1,deck989685,A1,deck391141,1
226879,326880.0,B1,deck458651,A1,deck599712,1
226889,326890.0,B1,deck455144,A1,deck664916,1
226906,326907.0,B1,deck986078,A1,deck989685,0
226910,326911.0,B1,deck418344,A1,deck151327,0
226919,326920.0,B1,deck953788,A1,deck757429,0
226928,326929.0,B1,deck380059,A1,deck126998,1
226946,326947.0,B1,deck126998,A1,deck902884,0
226958,326959.0,B1,deck929572,A1,deck964828,0
226960,326961.0,B1,deck302164,A1,deck418344,0
227014,327015.0,B1,deck743088,A1,deck986212,1
227048,327049.0,B1,deck525929,A1,deck924291,0
227181,327182.0,B1,deck197966,A1,deck458651,0
227283,327284.0,B1,deck605555,A1,deck743088,0
227286,327287.0,B1,deck667883,A1,deck809243,1
227353,327354.0,B1,deck707709,A1,deck550173,1
227380,327381.0,B1,deck525010,A1,deck739870,1
227417,327418.0,B1,deck151327,A1,deck986078,0
227424,327425.0,B1,deck366025,A1,deck302164,1
227443,327444.0,B1,deck681935,A1,deck295052,0
227489,327490.0,B1,deck197966,A1,deck924291,1
227538,327539.0,B1,deck332728,A1,deck366025,0
227566,327567.0,B1,deck605555,A1,deck550173,1
227590,327591.0,B1,deck912030,A1,deck224532,1
227598,327599.0,B1,deck667883,A1,deck814743,0
227637,327638.0,B1,deck302164,A1,deck525010,0
227648,327649.0,B1,deck337123,A1,deck380059,0
227677,327678.0,B1,deck308276,A1,deck411629,0
227694,327695.0,B1,deck578264,A1,deck371776,0
227739,327740.0,B1,deck631867,A1,deck716913,1
227789,327790.0,B1,deck361428,A1,deck434733,0
227828,327829.0,B1,deck989685,A1,deck374740,0
227831,327832.0,B1,deck525929,A1,deck986212,1
227832,327833.0,B1,deck739870,A1,deck707709,0
227839,327840.0,B1,deck380067,A1,deck525929,0
227857,327858.0,B1,deck525010,A1,deck736134,0
227874,327875.0,B1,deck126998,A1,deck739870,0
227901,327902.0,B1,deck809243,A1,deck290069,0
227925,327926.0,B1,deck380059,A1,deck361428,1
227961,327962.0,B1,deck736134,A1,deck434733,0
228051,328052.0,B1,deck332728,A1,deck648089,0
228085,328086.0,B1,deck762510,A1,deck605555,0
228120,328121.0,B1,deck929572,A1,deck565877,0
228156,328157.0,B1,deck483519,A1,deck483519,0
228206,328207.0,B1,deck371776,A1,deck380059,0
228219,328220.0,B1,deck822100,A1,deck615660,0
228252,328253.0,B1,deck799024,A1,deck308276,0
228256,328257.0,B1,deck809243,A1,deck458651,0
228274,328275.0,B1,deck707709,A1,deck615660,1
228402,328403.0,B1,deck902884,A1,deck565877,0
228463,328464.0,B1,deck578264,A1,deck565877,1
228520,328521.0,B1,deck667883,A1,deck929572,0
228658,328659.0,B1,deck525010,A1,deck371776,0
228700,328701.0,B1,deck707709,A1,deck716913,1
228713,328714.0,B1,deck332728,A1,deck578264,0
228770,328771.0,B1,deck989685,A1,deck615660,1
228789,328790.0,B1,deck664916,A1,deck290069,1
228797,328798.0,B1,deck615660,A1,deck979479,0
228802,328803.0,B1,deck736134,A1,deck295052,1
228810,328811.0,B1,deck681935,A1,deck224532,0
228824,328825.0,B1,deck332728,A1,deck434733,0
228856,328857.0,B1,deck757429,A1,deck783787,0
228875,328876.0,B1,deck434733,A1,deck599712,1
228935,328936.0,B1,deck822100,A1,deck847742,1
228944,328945.0,B1,deck739870,A1,deck809243,0
228965,328966.0,B1,deck822100,A1,deck525010,0
229063,329064.0,B1,deck809243,A1,deck822100,1
229083,329084.0,B1,deck599712,A1,deck374740,1
229153,329154.0,B1,deck799024,A1,deck380067,0
229213,329214.0,B1,deck565877,A1,deck525010,0
229217,329218.0,B1,deck956742,A1,deck651132,1
229227,329228.0,B1,deck366025,A1,deck681935,0
229240,329241.0,B1,deck929572,A1,deck550173,1
229247,329248.0,B1,deck736134,A1,deck458651,0
229278,329279.0,B1,deck743088,A1,deck783787,0
229316,329317.0,B1,deck953788,A1,deck912030,1
229392,329393.0,B1,deck651132,A1,deck332728,0
229407,329408.0,B1,deck411629,A1,deck799024,0
229416,329417.0,B1,deck224532,A1,deck986078,1
229441,329442.0,B1,deck371776,A1,deck361428,0
229443,329444.0,B1,deck550173,A1,deck822100,0
229450,329451.0,B1,deck599712,A1,deck380059,0
229473,329474.0,B1,deck979479,A1,deck578264,1
229495,329496.0,B1,deck605555,A1,deck929572,0
229557,329558.0,B1,deck418344,A1,deck126998,0
229628,329629.0,B1,deck599712,A1,deck605555,1
229676,329677.0,B1,deck953788,A1,deck834253,0
229694,329695.0,B1,deck783787,A1,deck648089,0
229715,329716.0,B1,deck458651,A1,deck986212,0
229770,329771.0,B1,deck605555,A1,deck834253,1
229797,329798.0,B1,deck739870,A1,deck834253,0
229800,329801.0,B1,deck736134,A1,deck847742,0
229815,329816.0,B1,deck648089,A1,deck707709,0
229820,329821.0,B1,deck302164,A1,deck979479,0
229822,329823.0,B1,deck565877,A1,deck739870,1
229857,329858.0,B1,deck615660,A1,deck702239,1
229968,329969.0,B1,deck483519,A1,deck736134,1
230004,330005.0,B1,deck929572,A1,deck902884,1
230007,330008.0,B1,deck809243,A1,deck681935,1
230022,330023.0,B1,deck458651,A1,deck434733,0
230026,330027.0,B1,deck707709,A1,deck332728,1
230029,330030.0,B1,deck126998,A1,deck986212,0
230090,330091.0,B1,deck814743,A1,deck651132,0
230097,330098.0,B1,deck525010,A1,deck599712,0
230221,330222.0,B1,deck155445,A1,deck565877,1
230236,330237.0,B1,deck615660,A1,deck679959,1
230237,330238.0,B1,deck599712,A1,deck912030,0
230342,330343.0,B1,deck814743,A1,deck615660,0
230364,330365.0,B1,deck979479,A1,deck986078,0
230380,330381.0,B1,deck155445,A1,deck290069,1
230416,330417.0,B1,deck834253,A1,deck366025,1
230417,330418.0,B1,deck743088,A1,deck434733,0
230447,330448.0,B1,deck224532,A1,deck525929,0
230454,330455.0,B1,deck337123,A1,deck599712,0
230489,330490.0,B1,deck648089,A1,deck418344,0
230492,330493.0,B1,deck411629,A1,deck550173,1
230511,330512.0,B1,deck302164,A1,deck455144,0
230674,330675.0,B1,deck361428,A1,deck979479,0
230688,330689.0,B1,deck822100,A1,deck667883,0
230692,330693.0,B1,deck814743,A1,deck374740,0
230701,330702.0,B1,deck986078,A1,deck565877,0
230730,330731.0,B1,deck964828,A1,deck929572,0
230793,330794.0,B1,deck380059,A1,deck126998,0
230797,330798.0,B1,deck483519,A1,deck757429,1
230815,330816.0,B1,deck667883,A1,deck648089,0
230821,330822.0,B1,deck651132,A1,deck361428,0
230871,330872.0,B1,deck631867,A1,deck822100,0
230898,330899.0,B1,deck411629,A1,deck809243,1
230928,330929.0,B1,deck151327,A1,deck924291,0
230934,330935.0,B1,deck615660,A1,deck902884,1
230977,330978.0,B1,deck565877,A1,deck525929,0
230983,330984.0,B1,deck550173,A1,deck757429,0
231041,331042.0,B1,deck986078,A1,deck809243,0
231070,331071.0,B1,deck615660,A1,deck716913,1
231088,331089.0,B1,deck374740,A1,deck151327,0
231168,331169.0,B1,deck953788,A1,deck455144,1
231272,331273.0,B1,deck799024,A1,deck458651,0
231273,331274.0,B1,deck809243,A1,deck702239,0
231293,331294.0,B1,deck126998,A1,deck371776,1
231338,331339.0,B1,deck411629,A1,deck664916,0
231365,331366.0,B1,deck151327,A1,deck956742,0
231366,331367.0,B1,deck757429,A1,deck743088,1
231383,331384.0,B1,deck929572,A1,deck929572,0
231426,331427.0,B1,deck924291,A1,deck679959,1
231475,331476.0,B1,deck739870,A1,deck986078,1
231492,331493.0,B1,deck578264,A1,deck631867,0
231546,331547.0,B1,deck155445,A1,deck483519,0
231556,331557.0,B1,deck332728,A1,deck986078,0
231577,331578.0,B1,deck126998,A1,deck374740,0
231586,331587.0,B1,deck702239,A1,deck902884,1
231595,331596.0,B1,deck834253,A1,deck989685,0
231644,331645.0,B1,deck924291,A1,deck956742,0
231649,331650.0,B1,deck736134,A1,deck986078,0
231677,331678.0,B1,deck434733,A1,deck986078,0
231719,331720.0,B1,deck902884,A1,deck151327,0
231847,331848.0,B1,deck525010,A1,deck986212,1
231852,331853.0,B1,deck605555,A1,deck302164,0
231861,331862.0,B1,deck197966,A1,deck780948,1
231868,331869.0,B1,deck361428,A1,deck371776,1
231888,331889.0,B1,deck707709,A1,deck458651,0
231889,331890.0,B1,deck578264,A1,deck702239,0
231966,331967.0,B1,deck224532,A1,deck739870,0
231967,331968.0,B1,deck525929,A1,deck757429,0
231979,331980.0,B1,deck631867,A1,deck847742,1
231986,331987.0,B1,deck434733,A1,deck599712,1
232024,332025.0,B1,deck224532,A1,deck762510,0
232034,332035.0,B1,deck605555,A1,deck664916,0
232080,332081.0,B1,deck332728,A1,deck565877,1
232130,332131.0,B1,deck155445,A1,deck418344,0
232132,332133.0,B1,deck525929,A1,deck155445,0
232141,332142.0,B1,deck458651,A1,deck411629,1
232158,332159.0,B1,deck979479,A1,deck455144,1
232226,332227.0,B1,deck929572,A1,deck605555,1
232299,332300.0,B1,deck224532,A1,deck924291,0
232401,332402.0,B1,deck126998,A1,deck295052,1
232416,332417.0,B1,deck151327,A1,deck986212,1
232526,332527.0,B1,deck550173,A1,deck702239,1
232569,332570.0,B1,deck814743,A1,deck952629,1
232655,332656.0,B1,deck757429,A1,deck565877,1
232668,332669.0,B1,deck648089,A1,deck964828,0
232711,332712.0,B1,deck605555,A1,deck458651,1
232712,332713.0,B1,deck799024,A1,deck834253,0
232801,332802.0,B1,deck380059,A1,deck290069,1
232809,332810.0,B1,deck783787,A1,deck762510,0
232882,332883.0,B1,deck418344,A1,deck151327,0
232927,332928.0,B1,deck455144,A1,deck702239,0
232932,332933.0,B1,deck979479,A1,deck953788,1
233015,333016.0,B1,deck834253,A1,deck290069,0
233046,333047.0,B1,deck902884,A1,deck455144,0
233048,333049.0,B1,deck631867,A1,deck302164,1
233068,333069.0,B1,deck681935,A1,deck578264,1
233111,333112.0,B1,deck799024,A1,deck681935,0
233121,333122.0,B1,deck599712,A1,deck681935,0
233128,333129.0,B1,deck295052,A1,deck736134,0
233133,333134.0,B1,deck953788,A1,deck814743,0
233244,333245.0,B1,deck780948,A1,deck337123,0
233250,333251.0,B1,deck483519,A1,deck599712,0
233255,333256.0,B1,deck418344,A1,deck525010,0
233320,333321.0,B1,deck924291,A1,deck337123,1
233326,333327.0,B1,deck434733,A1,deck337123,0
233334,333335.0,B1,deck956742,A1,deck155445,0
233339,333340.0,B1,deck483519,A1,deck525010,0
233353,333354.0,B1,deck986078,A1,deck418344,0
233391,333392.0,B1,deck290069,A1,deck834253,1
233403,333404.0,B1,deck337123,A1,deck578264,0
233505,333506.0,B1,deck197966,A1,deck380059,1
233506,333507.0,B1,deck799024,A1,deck455144,0
233540,333541.0,B1,deck952629,A1,deck783787,0
233546,333547.0,B1,deck599712,A1,deck332728,0
233586,333587.0,B1,deck418344,A1,deck822100,0
233643,333644.0,B1,deck455144,A1,deck989685,0
233732,333733.0,B1,deck989685,A1,deck599712,1
233759,333760.0,B1,deck716913,A1,deck956742,0
233820,333821.0,B1,deck952629,A1,deck565877,1
233823,333824.0,B1,deck366025,A1,deck525929,1
233855,333856.0,B1,deck380059,A1,deck834253,0
233922,333923.0,B1,deck702239,A1,deck615660,0
233931,333932.0,B1,deck483519,A1,deck953788,0
233985,333986.0,B1,deck550173,A1,deck458651,1
234004,334005.0,B1,deck391141,A1,deck679959,0
234061,334062.0,B1,deck736134,A1,deck290069,1
234072,334073.0,B1,deck757429,A1,deck295052,0
234137,334138.0,B1,deck964828,A1,deck295052,1
234199,334200.0,B1,deck780948,A1,deck952629,0
234275,334276.0,B1,deck953788,A1,deck834253,1
234304,334305.0,B1,deck679959,A1,deck599712,1
234311,334312.0,B1,deck361428,A1,deck924291,0
234331,334332.0,B1,deck989685,A1,deck411629,0
234371,334372.0,B1,deck924291,A1,deck525929,1
234384,334385.0,B1,deck912030,A1,deck308276,1
234397,334398.0,B1,deck702239,A1,deck550173,0
234409,334410.0,B1,deck743088,A1,deck847742,0
234435,334436.0,B1,deck151327,A1,deck455144,0
234451,334452.0,B1,deck565877,A1,deck366025,1
234479,334480.0,B1,deck380059,A1,deck391141,0
234513,334514.0,B1,deck615660,A1,deck681935,1
234519,334520.0,B1,deck332728,A1,deck151327,1
234636,334637.0,B1,deck374740,A1,deck780948,0
234668,334669.0,B1,deck418344,A1,deck615660,0
234676,334677.0,B1,deck337123,A1,deck458651,0
234776,334777.0,B1,deck989685,A1,deck989685,1
234804,334805.0,B1,deck391141,A1,deck651132,0
234899,334900.0,B1,deck224532,A1,deck924291,0
234944,334945.0,B1,deck736134,A1,deck679959,1
234980,334981.0,B1,deck679959,A1,deck455144,0
235029,335030.0,B1,deck599712,A1,deck380067,0
235076,335077.0,B1,deck953788,A1,deck151327,1
235077,335078.0,B1,deck337123,A1,deck979479,1
235079,335080.0,B1,deck912030,A1,deck681935,0
235103,335104.0,B1,deck374740,A1,deck679959,0
235134,335135.0,B1,deck667883,A1,deck380059,1
235159,335160.0,B1,deck809243,A1,deck989685,0
235183,335184.0,B1,deck434733,A1,deck679959,1
235186,335187.0,B1,deck391141,A1,deck736134,0
235194,335195.0,B1,deck374740,A1,deck525929,0
235199,335200.0,B1,deck799024,A1,deck374740,0
235214,335215.0,B1,deck224532,A1,deck736134,1
235215,335216.0,B1,deck374740,A1,deck902884,1
235233,335234.0,B1,deck295052,A1,deck550173,1
235275,335276.0,B1,deck631867,A1,deck707709,1
235287,335288.0,B1,deck822100,A1,deck391141,0
235322,335323.0,B1,deck302164,A1,deck374740,0
235373,335374.0,B1,deck615660,A1,deck986212,1
235405,335406.0,B1,deck380067,A1,deck155445,0
235424,335425.0,B1,deck615660,A1,deck679959,0
235465,335466.0,B1,deck578264,A1,deck550173,0
235489,335490.0,B1,deck371776,A1,deck902884,0
235503,335504.0,B1,deck979479,A1,deck126998,0
235516,335517.0,B1,deck295052,A1,deck707709,0
235518,335519.0,B1,deck525929,A1,deck434733,0
235561,335562.0,B1,deck986212,A1,deck681935,0
235569,335570.0,B1,deck979479,A1,deck743088,0
235597,335598.0,B1,deck707709,A1,deck434733,0
235620,335621.0,B1,deck550173,A1,deck986212,0
235625,335626.0,B1,deck783787,A1,deck736134,0
235643,335644.0,B1,deck924291,A1,deck605555,0
235662,335663.0,B1,deck912030,A1,deck736134,0
235684,335685.0,B1,deck822100,A1,deck631867,0
235715,335716.0,B1,deck380067,A1,deck799024,0
235719,335720.0,B1,deck308276,A1,deck151327,1
235740,335741.0,B1,deck736134,A1,deck762510,0
235753,335754.0,B1,deck702239,A1,deck525929,0
235797,335798.0,B1,deck458651,A1,deck739870,0
235799,335800.0,B1,deck702239,A1,deck391141,1
235810,335811.0,B1,deck631867,A1,deck151327,0
235818,335819.0,B1,deck834253,A1,deck371776,0
235891,335892.0,B1,deck822100,A1,deck809243,0
235929,335930.0,B1,deck197966,A1,deck197966,1
235948,335949.0,B1,deck924291,A1,deck757429,1
235965,335966.0,B1,deck986212,A1,deck380059,0
236095,336096.0,B1,deck809243,A1,deck952629,0
236121,336122.0,B1,deck664916,A1,deck565877,1
236141,336142.0,B1,deck762510,A1,deck929572,0
236190,336191.0,B1,deck550173,A1,deck631867,0
236280,336281.0,B1,deck380059,A1,deck707709,0
236318,336319.0,B1,deck290069,A1,deck605555,0
236354,336355.0,B1,deck308276,A1,deck757429,1
236411,336412.0,B1,deck361428,A2,deck762510,0
236469,336470.0,B1,deck986212,A2,deck578264,0
236508,336509.0,B1,deck799024,A2,deck953788,0
236594,336595.0,B1,deck822100,A2,deck366025,0
236615,336616.0,B1,deck964828,A2,deck648089,1
236649,336650.0,B1,deck986212,A2,deck834253,0
236663,336664.0,B1,deck822100,A2,deck290069,0
236670,336671.0,B1,deck814743,A2,deck707709,1
236685,336686.0,B1,deck605555,A2,deck651132,0
236711,336712.0,B1,deck814743,A2,deck434733,0
236741,336742.0,B1,deck989685,A2,deck458651,0
236823,336824.0,B1,deck361428,A2,deck458651,1
236836,336837.0,B1,deck391141,A2,deck197966,0
236908,336909.0,B1,deck924291,A2,deck979479,1
236954,336955.0,B1,deck707709,A2,deck929572,1
236995,336996.0,B1,deck664916,A2,deck337123,0
236996,336997.0,B1,deck295052,A2,deck483519,0
237091,337092.0,B1,deck290069,A2,deck483519,1
237176,337177.0,B1,deck964828,A2,deck847742,0
237192,337193.0,B1,deck780948,A2,deck411629,0
237214,337215.0,B1,deck565877,A2,deck411629,0
237341,337342.0,B1,deck605555,A2,deck371776,0
237372,337373.0,B1,deck126998,A2,deck615660,0
237422,337423.0,B1,deck979479,A2,deck664916,1
237452,337453.0,B1,deck332728,A2,deck986212,1
237551,337552.0,B1,deck762510,A2,deck847742,1
237631,337632.0,B1,deck371776,A2,deck337123,1
237650,337651.0,B1,deck912030,A2,deck667883,0
237669,337670.0,B1,deck989685,A2,deck455144,0
237671,337672.0,B1,deck374740,A2,deck290069,0
237734,337735.0,B1,deck302164,A2,deck455144,0
237814,337815.0,B1,deck736134,A2,deck380059,0
237862,337863.0,B1,deck455144,A2,deck332728,0
237882,337883.0,B1,deck605555,A2,deck989685,0
237921,337922.0,B1,deck151327,A2,deck648089,0
237949,337950.0,B1,deck151327,A2,deck743088,1
237999,338000.0,B1,deck651132,A2,deck679959,0
238027,338028.0,B1,deck986212,A2,deck664916,0
238032,338033.0,B1,deck822100,A2,deck151327,1
238083,338084.0,B1,deck434733,A2,deck986212,1
238135,338136.0,B1,deck924291,A2,deck631867,1
238187,338188.0,B1,deck371776,A2,deck822100,0
238199,338200.0,B1,deck664916,A2,deck434733,0
238204,338205.0,B1,deck822100,A2,deck822100,1
238284,338285.0,B1,deck418344,A2,deck302164,0
238288,338289.0,B1,deck809243,A2,deck391141,0
238300,338301.0,B1,deck780948,A2,deck380067,0
238349,338350.0,B1,deck578264,A2,deck822100,0
238406,338407.0,B1,deck565877,A2,deck599712,0
238490,338491.0,B1,deck681935,A2,deck924291,0
238505,338506.0,B1,deck366025,A2,deck847742,0
238570,338571.0,B1,deck702239,A2,deck681935,0
238576,338577.0,B1,deck332728,A2,deck615660,0
238580,338581.0,B1,deck679959,A2,deck615660,0
238583,338584.0,B1,deck366025,A2,deck736134,1
238586,338587.0,B1,deck912030,A2,deck648089,1
238604,338605.0,B1,deck762510,A2,deck366025,1
238616,338617.0,B1,deck979479,A2,deck799024,1
238657,338658.0,B1,deck822100,A2,deck374740,0
238701,338702.0,B1,deck151327,A2,deck565877,0
